web-scraper-order,web-scraper-start-url,banner-image-src,product_name,price,ratings,ship_from,banners,has_video,product_image-src,is_ad,sold,shipping_speed
"1730178548-185","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","อิโตเอ็น ชาเขียว โออิโอฉะ มัทฉะ ขนาด 500 มล. จำนวน 24 ขวด","945","","จังหวัดลำปาง","","","https://down-th.img.susercontent.com/file/th-11134207-7r98p-lyrggsh745ux54_tn.webp","","","3-4 วัน"
"1730178548-186","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","CHADO Kyoto Matcha ชาโดะผงชาเขียวมัทฉะจากญี่ปุ่น ขนาด 500 กรัม","2,333","","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/38dd49e8f2fc1050f9e0cc96cabb7a37_tn.webp","","","3-5 วัน"
"1730178548-187","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ผงชาเขียว Green tea Powder 100 กรัม ตราฉุยฟง🔺แถมช้อนไม้อย่างดี❤️ติดอันดับขายดี","150","4.9","จังหวัดเชียงราย","","badge-video","https://down-th.img.susercontent.com/file/1ff5087f202c91b9c7aa775d9c1f87b6_tn.webp","","ขายแล้ว 6.9พัน ชิ้น","3-5 วัน"
"1730178548-188","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","[แพนด้าที] โฮจิฉะ hojicha (ผงชาเขียวคั่วไฟสูง) ขนาด  50 กรัม คีโตทานได้","75","4.9","จังหวัดเชียงใหม่","ขายส่ง","","https://down-th.img.susercontent.com/file/b1ac323415a1f4c8c43b22a4c4aaaed0_tn.webp","","ขายแล้ว 5.2พัน ชิ้น","3-4 วัน"
"1730178548-189","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","ถ้วยชงมัทฉะ ถ้วยแก้วมัจฉะ วยชงชามัทฉะมีปาก matcha bowl 300/500mlถ้วยชงชาเขียวมัทฉะ ชามชงมัทฉะ ถ้วยตีมัทฉะ หม้อชงชาเขียว","49","5.0","จังหวัดกรุงเทพมหานคร","ซื้อ 4 ชิ้น ลด ฿10","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98t-lry6m37m8f5p68_tn.webp","","ขายแล้ว 40 ชิ้น","2-3 วัน"
"1730178548-190","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasg-m1i3r7g84yuh1b","ฉุยฟง ชาเขียวฉุยฟง ผงชาเขียวฉุยฟง ชาเขียวผง 100กรัม","145","4.9","จังหวัดกรุงเทพมหานคร","ช้อปปี้ป้ายยาส่งไวพิเศษ","","https://down-th.img.susercontent.com/file/0b768cbc5ee27e25270544c849963c7a_tn.webp","","ขายแล้ว 14.6พัน ชิ้น","1-2 วัน"
"1730178548-191","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98w-lxumze6e8240fc","ฉุยฟง ชาเขียวผง ขนาด 100  กรัม","150","4.9","จังหวัดเชียงราย","ช้อปปี้ป้ายยา","","https://down-th.img.susercontent.com/file/ce7e33e2d824bdfccf04198acddb914c_tn.webp","","ขายแล้ว 15.8พัน ชิ้น","3-4 วัน"
"1730178548-192","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-591e473f8603ca27bedbcba245a72ab4","ชาคาโมมายล์|CAMOMILE TEA| ชาดอกคาโมมายด์ บรรจุ30ซองชา","78","4.8","จังหวัดนครปฐม","ช้อปปี้ถูกชัวร์ช้อปปี้ป้ายยา","badge-video","https://down-th.img.susercontent.com/file/ba052d0c28e7da2f3f04f2118492c067_tn.webp","","ขายแล้ว 17.9พัน ชิ้น","2-3 วัน"
"1730178548-193","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","","Hatsune : Culinary grade matcha 100% ขนาด 100 G","850","5.0","จังหวัดนนทบุรี","","","https://down-th.img.susercontent.com/file/th-11134207-7r98o-m048wvtypfi24f_tn.webp","","ขายแล้ว 20 ชิ้น","1-3 วัน"
"1730178548-194","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasa-m1i3ri34kmzt56","📣❤️🔥ผงชาเขียวมัทฉะ นำเข้าแท้ 100% สินค้าพร้อมส่ง ขนาด AAA  500 กรัม[39] A","259","4.9","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษโค้ดลด 15%","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r992-lygrn9r58s6h80_tn.webp","","ขายแล้ว 2.8พัน ชิ้น","2-3 วัน"
"1730178548-195","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasa-m1i3ri34kmzt56","MATCHAZUKI | Matcha Capsule | มัทฉะแคปซูล สำหรับเครื่อง Nespresso","249","4.9","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษ","","https://down-th.img.susercontent.com/file/th-11134207-7rask-m1gtnigrp56180_tn.webp","","ขายแล้ว 91 ชิ้น","2-3 วัน"
"1730178548-196","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","",""" Okumidori "" Single Cultivar - RYN Ceremonial Grade Matcha 30G/50G/100 G","480","4.9","จังหวัดภูเก็ต","","","https://down-th.img.susercontent.com/file/sg-11134201-23010-qy01678h5xlv7f_tn.webp","","ขายแล้ว 700 ชิ้น","2-4 วัน"
"1730178548-197","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasg-m1i3r7g84yuh1b","ชาเขียวฉุยฟง 100 กรัม","111","4.9","จังหวัดนนทบุรี","ส่งไวพิเศษ","","https://down-th.img.susercontent.com/file/f66132f8677dafcfff055964d688ed51_tn.webp","","ขายแล้ว 1.3พัน ชิ้น","วันพรุ่งนี้"
"1730178548-198","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","มัทฉะเกรดพิธี จากญี่ปุ่น Imamukashi กระป๋อง 40 กรัม Yabukita/Single/Kyoto","629","5.0","จังหวัดตรัง","ช้อปเพิ่มคุ้มกว่า","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98q-llhqrx3plulo9a_tn.webp","","ขายแล้ว 114 ชิ้น","2-4 วัน"
"1730178548-199","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","","Northlandtea - ชาพีช ออร์แกนิค ขนาด 70 กรัม HOT & ICED TEA / COLD BREW / MOCKTAIL and etc.","320","4.9","จังหวัดนนทบุรี","ซื้อ 2 ชิ้น ลด 3%","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7qula-lgko9mb9ou32dc_tn.webp","","ขายแล้ว 1.3พัน ชิ้น","2-3 วัน"
"1730178548-200","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Hoshi no Tsuyu ผงมัทฉะเกรดพิธี จาก Hoshino Seichaen | Yame Matcha Ceramonial","450","5.0","จังหวัดนนทบุรี","","","https://down-th.img.susercontent.com/file/th-11134207-7r98q-lxj3yn91rnbj91_tn.webp","","ขายแล้ว 98 ชิ้น","1-2 วัน"
"1730178548-201","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Uji Kirari31 40g แบบกระปุก : single cultivar Kirari31 :มัทฉะเกรดพิธี (Ceremonial Grade) จากเมืองอูจิ เกียวโต","680","5.0","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7r98z-lv9zxwkb5nh9a5_tn.webp","","ขายแล้ว 26 ชิ้น","2-3 วัน"
"1730178548-202","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","ชาซีลอนแท้100% (แบล็คที ceylon tea) คีโตทานได้","115","4.9","จังหวัดนครศรีธรรมราช","","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98x-lvga1af6avne80_tn.webp","","ขายแล้ว 5.6พัน ชิ้น","2-4 วัน"
"1730178548-203","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","(แพ็คคู่) ฉุยฟง ผงชาเขียว (100gX2ซอง) มัทฉะแท้ 100% แถมช้อนตวงฟรี! 🔥พร้อมส่ง🔥","315","5.0","จังหวัดเชียงราย","โค้ดลด 5%","","https://down-th.img.susercontent.com/file/th-11134207-7r991-lslana9qhkn1d1_tn.webp","","ขายแล้ว 4 ชิ้น","3-4 วัน"
"1730178548-204","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasa-m1i3ri34kmzt56","❤️🔥🍵ผงชาเขียวมัทฉะ 100g เกรดดีนำเข้าจากญี่ปุ่น หอมผงชาเขียว🍵 [26]","45","4.8","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษโค้ดลด 5%","badge-video","https://down-th.img.susercontent.com/file/b49e4164e4db2617f8c3aa9d10c8880d_tn.webp","","ขายแล้ว 5.1พัน ชิ้น","2-3 วัน"
"1730178548-205","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","","THER Premium Matcha Nespresso Capsule: เธอร์ พรีเมียม มัทฉะ แคปซูล ชาเขียวแท้ จากประเทศญี่ปุ่น สำหรับเครื่อง เนสเพสโซ","188","4.8","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/f09b2522c446b7b7bb94883b3cdd05c7_tn.webp","","ขายแล้ว 2พัน ชิ้น","1-2 วัน"
"1730178548-206","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasa-m1i3ri34kmzt56","Peace 和 รวมใบชา ( ชาเขียว ชาอู่หลง และอื่นๆ ) | Tea leaves ( Green tea / Oolong / other   )","285","4.9","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษโค้ดลด ฿50","","https://down-th.img.susercontent.com/file/th-11134207-7r991-llpwerjk4bda06_tn.webp","","ขายแล้ว 920 ชิ้น","2-3 วัน"
"1730178548-207","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasa-m1i3ri34kmzt56","Peace 和  มัทฉะ พิเศษ เกรดประกวด และ เกรดชนะรางวัล  | Matchless series","980","4.9","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษโค้ดลด ฿50","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7qul7-liqyih284e4x61_tn.webp","","ขายแล้ว 2.6พัน ชิ้น","2-3 วัน"
"1730178548-208","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ไร่พระจันทร์ 💥ผงชาเขียวมัทฉะ💥Matcha Powder ผงมัทฉะ 100% ปลอดสาร ไม่แต่งสี กลิ่น ไม่ผสมน้ำตาล ขนาด 100 กรัม","119","5.0","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/sg-11134201-7rdxq-m0o96nlrue1035_tn.webp","","ขายแล้ว 10 ชิ้น","2-3 วัน"
"1730178548-209","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","ชา Mariage Frères (มาคิยาจ แฟรส์) นำเข้าจากฝรั่งเศส ชนิดถุงผ้ามัสลิน แบ่งขาย","58","5.0","จังหวัดนนทบุรี","รับสินค้าฟรี","","https://down-th.img.susercontent.com/file/th-11134207-23010-bmp8yuj05fmv79_tn.webp","","ขายแล้ว 15.9พัน ชิ้น","วันพรุ่งนี้"
"1730178548-210","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","","KYOBASHI - Sencha x Yuzu ชาเขียว เซนฉะเบลนด์กับน้ำมันสกัดยุสึและเปลือกส้มอบแห้ง","380","4.9","จังหวัดเชียงราย","","","https://down-th.img.susercontent.com/file/02a9507e2827ce45b6cac9dbc19470a9_tn.webp","","ขายแล้ว 451 ชิ้น","2-4 วัน"
"1730178548-211","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","","KYOBASHI - Extra Dark Roast Oolong Tea ชานม ชาอู่หลงสูตรคั่วเข้มพิเศษ สำหรับทำ ชานมไต้หวัน","320","5.0","จังหวัดเชียงราย","","","https://down-th.img.susercontent.com/file/972537fb3ac502dfeed59ce4e1efc2cf_tn.webp","","ขายแล้ว 218 ชิ้น","2-4 วัน"
